Compound	SMILES	Name	FingerprintNames	ECFP_4
CL31	ClCC(=O)NC=1C=CC=C(C1)C(=O)N2CCSCC2	2-chloro-N-[3-(thiomorpholine-4-carbonyl)phenyl]acetamide	ECFP_4	0000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000100000000000000000000000000000000001000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CL32	CC=1C=CC=C(NC(=O)CCl)C1C	2-chloro-N-(2,3-dimethylphenyl)acetamide	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000001000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CL33	COC=1C=CC(=CC1)C2=CSC(NC(=O)CCl)=N2	2-chloro-N-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]acetamide	ECFP_4	0010000010000010000000000000000000100000000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000100010100000000000000010000000000000000000000000000000110000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CL34	COC=1C=CC(Cl)=CC1NC(=O)CCl	2-chloro-N-(5-chloro-2-methoxyphenyl)acetamide	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000010001010010000000000000000000000000000000000000000000000100000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CL35	CC1=NC(CN2CCN(CC2)C(=O)CCl)=CS1	2-chloro-1-{4-[(2-methyl-1,3-thiazol-4-yl)methyl]piperazin-1-yl}ethan-1-one	ECFP_4	0010000000000100000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001001010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CL36	ClCC(=O)NC=1C=C2OCCCOC2=CC1Cl	2-chloro-N-(8-chloro-3,4-dihydro-2H-1,5-benzodioxepin-7-yl)acetamide	ECFP_4	0010000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CL37	COC=1C=CC(CN(C)C(=O)CCl)=CC1	2-chloro-N-[(4-methoxyphenyl)methyl]-N-methylacetamide	ECFP_4	0010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000010000000000000000000000000001000110000000000000000000000000000000000000000000000000001000000000000000000000100000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CL38	ClCC(=O)NC=1C=CC=C2N=CC=CC12	2-chloro-N-(quinolin-5-yl)acetamide	ECFP_4	0010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CL39	CN1C(=O)C=2C=CC(NC(=O)CCl)=CC2C1=O	2-chloro-N-(2-methyl-1,3-dioxo-2,3-dihydro-1H-isoindol-5-yl)acetamide	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000100000100000000000000010000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CL40	CN(C)C1(CNC(=O)CCl)CCCCC1	2-chloro-N-{[1-(dimethylamino)cyclohexyl]methyl}acetamide	ECFP_4	0010000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000001000000000000000000000000100000000000000000000000000000010000000000000000010000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CL41	CC=1C=CC(=CC1)N(C2CS(=O)(=O)C=C2)C(=O)CCl	2-chloro-N-(1,1-dioxo-2,3-dihydro-1??-thiophen-3-yl)-N-(4-methylphenyl)acetamide	ECFP_4	0010000100000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000001001001000000000000100000000000000000000000000000000000001000000000000000100100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
